video,side,event,frame,timestamp
IMG_6841,RIGHT,step_event,445,7.42
IMG_6841,LEFT,step_event,448,7.47
IMG_6841,RIGHT,step_event,482,8.037
IMG_6841,LEFT,step_event,483,8.054
