video,side,event,frame,timestamp
IMG_6840,LEFT,step_event,110,1.834
IMG_6840,LEFT,step_event,210,3.501
IMG_6840,RIGHT,step_event,213,3.551
IMG_6840,RIGHT,step_event,286,4.769
IMG_6840,LEFT,step_event,316,5.269
IMG_6840,RIGHT,step_event,318,5.302
IMG_6840,RIGHT,step_event,422,7.037
IMG_6840,LEFT,step_event,457,7.62
IMG_6840,RIGHT,step_event,500,8.337
IMG_6840,LEFT,step_event,517,8.621
