video,side,event,frame,timestamp
IMG_6836,LEFT,step_event,114,1.9
IMG_6836,RIGHT,step_event,148,2.467
IMG_6836,LEFT,step_event,182,3.034
IMG_6836,RIGHT,step_event,222,3.701
IMG_6836,LEFT,step_event,232,3.868
