video,side,event,frame,timestamp
IMG_6839,LEFT,step_event,77,1.284
IMG_6839,RIGHT,step_event,119,1.984
IMG_6839,LEFT,step_event,145,2.418
IMG_6839,RIGHT,step_event,237,3.952
IMG_6839,LEFT,step_event,316,5.269
IMG_6839,LEFT,step_event,342,5.703
IMG_6839,RIGHT,step_event,342,5.703
