video,side,event,frame,timestamp
IMG_6834,RIGHT,step_event,129,2.15
IMG_6834,RIGHT,step_event,157,2.617
IMG_6834,LEFT,step_event,164,2.734
IMG_6834,RIGHT,step_event,199,3.318
IMG_6834,RIGHT,step_event,282,4.702
IMG_6834,LEFT,step_event,292,4.868
IMG_6834,RIGHT,step_event,326,5.435
IMG_6834,LEFT,step_event,341,5.685
IMG_6834,RIGHT,step_event,388,6.469
