video,side,event,frame,timestamp
IMG_6835,LEFT,step_event,201,3.351
IMG_6835,RIGHT,step_event,232,3.868
IMG_6835,LEFT,step_event,269,4.485
IMG_6835,RIGHT,step_event,372,6.203
IMG_6835,LEFT,step_event,388,6.47
IMG_6835,LEFT,step_event,439,7.32
IMG_6835,RIGHT,step_event,465,7.754
IMG_6835,LEFT,step_event,502,8.371
