frame,timestamp,landmark_id,landmark_name,x,y,z,visibility,presence
0,0.0,0,NOSE,0.5065454840660095,0.41066351532936096,-0.29422634840011597,0.9999667406082153,0.9994695782661438
0,0.0,1,LEFT_EYE_INNER,0.5108752846717834,0.4052092730998993,-0.2778182327747345,0.9998840093612671,0.9986191987991333
0,0.0,2,LEFT_EYE,0.51421058177948,0.4052364230155945,-0.2778613567352295,0.9998832941055298,0.9987327456474304
0,0.0,3,LEFT_EYE_OUTER,0.5165472030639648,0.4052729308605194,-0.27786532044410706,0.9998810291290283,0.9987931251525879
0,0.0,4,RIGHT_EYE_INNER,0.4998233914375305,0.4056553244590759,-0.27794215083122253,0.9998478889465332,0.9981799125671387
0,0.0,5,RIGHT_EYE,0.4958336651325226,0.4060154855251312,-0.27793604135513306,0.9998220801353455,0.9978407621383667
0,0.0,6,RIGHT_EYE_OUTER,0.4920802414417267,0.40645045042037964,-0.2779659926891327,0.999790608882904,0.9974803328514099
0,0.0,7,LEFT_EAR,0.5211982727050781,0.4082551896572113,-0.17027689516544342,0.9997857213020325,0.999032735824585
0,0.0,8,RIGHT_EAR,0.4867956042289734,0.41047561168670654,-0.17310069501399994,0.99959796667099,0.9969784021377563
0,0.0,9,MOUTH_LEFT,0.5142182111740112,0.4173157811164856,-0.25342893600463867,0.9999688863754272,0.9997437596321106
0,0.0,10,MOUTH_RIGHT,0.5003775954246521,0.41793400049209595,-0.25415995717048645,0.9999547004699707,0.9995366334915161
0,0.0,11,LEFT_SHOULDER,0.5557720065116882,0.4438512623310089,-0.10732203722000122,0.999982476234436,0.9999465942382812
0,0.0,12,RIGHT_SHOULDER,0.4587711691856384,0.4451857805252075,-0.0967748686671257,0.9998773336410522,0.999485969543457
0,0.0,13,LEFT_ELBOW,0.5837373733520508,0.48215344548225403,-0.06667611002922058,0.9949480295181274,0.999839186668396
0,0.0,14,RIGHT_ELBOW,0.44390442967414856,0.486033171415329,-0.050796665251255035,0.9712693691253662,0.9988018274307251
0,0.0,15,LEFT_WRIST,0.5773810744285583,0.519076406955719,-0.1764158457517624,0.9946492314338684,0.9999169111251831
0,0.0,16,RIGHT_WRIST,0.4436972439289093,0.5205879807472229,-0.13711774349212646,0.9532923698425293,0.9985847473144531
0,0.0,17,LEFT_PINKY,0.5785287618637085,0.5316760540008545,-0.21182742714881897,0.987545907497406,0.9997640252113342
0,0.0,18,RIGHT_PINKY,0.44259345531463623,0.532202422618866,-0.16749738156795502,0.9232944846153259,0.9980858564376831
0,0.0,19,LEFT_INDEX,0.5711613297462463,0.5300988554954529,-0.24295109510421753,0.9881671071052551,0.9998098015785217
0,0.0,20,RIGHT_INDEX,0.44997867941856384,0.5313839912414551,-0.20248517394065857,0.9265308976173401,0.9981853365898132
0,0.0,21,LEFT_THUMB,0.5685940980911255,0.5261515974998474,-0.18987397849559784,0.984208881855011,0.9998799562454224
0,0.0,22,RIGHT_THUMB,0.452960729598999,0.5274057984352112,-0.15325693786144257,0.917000949382782,0.9986777901649475
0,0.0,23,LEFT_HIP,0.5413010120391846,0.5257928371429443,0.0015476890839636326,0.9998611211776733,0.9997435212135315
0,0.0,24,RIGHT_HIP,0.4876461923122406,0.5281548500061035,-0.0015715297777205706,0.9997854828834534,0.999617338180542
0,0.0,25,LEFT_KNEE,0.5402011871337891,0.5835807919502258,0.03816061466932297,0.9826626777648926,0.9998388290405273
0,0.0,26,RIGHT_KNEE,0.4934123754501343,0.5846719145774841,0.04922544211149216,0.9811574816703796,0.9996452331542969
0,0.0,27,LEFT_ANKLE,0.5412018299102783,0.6293094158172607,0.2481124848127365,0.9748391509056091,0.9993139505386353
0,0.0,28,RIGHT_ANKLE,0.49751004576683044,0.6301454901695251,0.2687710225582123,0.9719401001930237,0.9990523457527161
0,0.0,29,LEFT_HEEL,0.5353414416313171,0.6350694298744202,0.2628622055053711,0.8915095329284668,0.9988744854927063
0,0.0,30,RIGHT_HEEL,0.5014169812202454,0.635729968547821,0.2843838036060333,0.8084845542907715,0.9984234571456909
0,0.0,31,LEFT_FOOT_INDEX,0.5595310926437378,0.6455714106559753,0.15197235345840454,0.9676463007926941,0.9949572682380676
0,0.0,32,RIGHT_FOOT_INDEX,0.4929463565349579,0.646513044834137,0.16818730533123016,0.9596396088600159,0.9937286376953125
1,0.016,0,NOSE,0.5063583850860596,0.41114628314971924,-0.28627267479896545,0.9999662637710571,0.9995738863945007
1,0.016,1,LEFT_EYE_INNER,0.5108058452606201,0.40573936700820923,-0.27014070749282837,0.9998803734779358,0.9989051818847656
1,0.016,2,LEFT_EYE,0.5141687393188477,0.405766099691391,-0.2701706290245056,0.9998800754547119,0.9989798665046692
1,0.016,3,LEFT_EYE_OUTER,0.516502320766449,0.40581971406936646,-0.27015987038612366,0.9998769164085388,0.9990056157112122
1,0.016,4,RIGHT_EYE_INNER,0.49980175495147705,0.4060938060283661,-0.2696353495121002,0.9998447895050049,0.9986357092857361
1,0.016,5,RIGHT_EYE,0.49583113193511963,0.4063933789730072,-0.2696349620819092,0.9998190999031067,0.9984056353569031
1,0.016,6,RIGHT_EYE_OUTER,0.49211934208869934,0.4067782759666443,-0.2696545124053955,0.9997847676277161,0.9981784820556641
1,0.016,7,LEFT_EAR,0.5211525559425354,0.4088645577430725,-0.16578364372253418,0.9997770190238953,0.9991586208343506
1,0.016,8,RIGHT_EAR,0.48692959547042847,0.4106649160385132,-0.16569700837135315,0.9995810985565186,0.9978119134902954
1,0.016,9,MOUTH_LEFT,0.5140016078948975,0.4177413880825043,-0.24682916700839996,0.9999672770500183,0.9997825026512146
1,0.016,10,MOUTH_RIGHT,0.5001969933509827,0.4183559715747833,-0.24673612415790558,0.9999518990516663,0.9996227025985718
